Permalink,Creator,Object title,Type,Format,Licence,Date (From),Date (To),Date (Appendix),Image number,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19 
 https://gams.uni-graz.at/o:vase.1049 ," Jovanović, Milan ", Studio portrait of a boy ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1049/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1049/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.105 ," Karastoyanov, Ivan Anastasov ", Portrait of a child ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1888,1898,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.105/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.105/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1050 ," Jovanović, Milan ", Studio portrait of Jovan Cvijić ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1050/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1050/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1051 ," Jovanović, Milan ", Studio portrait of a woman in a white dress ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1898,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1051/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1051/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1052 ," Jovanović, Milan ", Captain V.J. Ristić and Lieutenant M. Dj. Djordjević ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1902,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1052/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1052/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1053 ," Jovanović, Milan ", Studio portrait of Milena and Kosta Popović ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1053/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1053/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1054 ," Jovanović, Milan ", Head shot of painter Ana Marinković ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1903,1904,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1054/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1054/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1055 ," Jovanović, Milan ", Studio portrait of a woman in three-quarter profile ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1055/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1055/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1056 ," Jovanović, Milan ", Studio portrait of the Lovčević girls ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1897,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1056/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1056/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1057 ," Jovanović, Milan ", Studio portrait of Katarina and Ćima ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1900,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1057/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1057/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1058 ," Jovanović, Milan ", Vignetted three-quarter portrait of Stevan and Jelena Ilić ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1891,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1058/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1058/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1059 ," Jovanović, Milan ", Studio portrait of Major Mih. Mihailović ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1890,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1059/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1059/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1060 ," Jovanović, Milan ", Studio portrait of Major Mihajlo Rašić ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1888,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1060/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1060/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1061 ," Jovanović, Milan ", Studio portrait of a moustached man ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1901,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1061/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1061/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1062 ," Jovanović, Milan ", Studio portrait of a man in uniform ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1892,1893,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1062/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1062/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1063 ," Jovanović, Milan ", Studio portrait of a man in uniform ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1894,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1063/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1063/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1064 ," Jovanović, Milan ", Studio portrait of a woman and a child ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1903,1904,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1064/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1064/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1065 ," Jovanović, Milan ", Studio photograph of a woman in a dark dress ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1065/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1065/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1066 ," Jovanović, Milan ", Studio photograph of a woman and a child ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1066/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1066/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1067 ," Jovanović, Milan ", Wedding photograph ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1067/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1067/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1068 ," Jovanović, Milan ", Studio portrait of merchant Jovan Pačić and his daughter Bosa ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1068/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1068/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1069 ," Jovanović, Milan ", Studio portrait of Ana Genčić with her son ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1069/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1069/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.107 ," Karastoyanov, Ivan Anastasov ", Studio portrait of a man in an uniform ,Photograph,Imperial,Creative Commons [CC BY-NC-ND 3.0],1888,1912,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.107/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.107/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1070 ," Jovanović, Milan ", Young woman in traditional Serbian town attire ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1070/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1070/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1071 ," Jovanović, Milan ", Studio portrait of Katarina Milovuk ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1895,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1071/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1071/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1072 ," Jovanović, Milan ", Studio portrait of a couple in town attire ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1898,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1072/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1072/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1073 ," Jovanović, Milan ", Studio portrait of a woman in traditional Serbian town attire ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1898,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1073/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1073/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1074 ," Jovanović, Milan ", Wedding photograph ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1074/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1074/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1075 ," Jovanović, Milan ", Wedding photograph ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1075/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1075/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1076 ," Jovanović, Milan ", Studio portrait of children ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1903,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.1076/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1077 ," Jovanović, Milan ", Studio portrait of children ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1903,1904,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1077/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1077/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1078 ," Jovanović, Milan ", Studio portrait of a woman and two girls ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1078/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1078/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1079 ," Jovanović, Milan ", Studio portrait of Dr. Nikolajević ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1908,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1079/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1079/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.108 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of Olga Kalmanson ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1892,1912,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.108/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.108/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1080 ," Jovanović, Milan ", Studio portrait of Lujka Vlajić ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1910,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1080/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1080/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1081 ," Jovanović, Milan ", Studio portrait of a boy and a girl ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1895,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1081/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1081/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1082 ," Jovanović, Milan ", Studio portrait of Zorka Vlajić ,Photograph,Promenade,Creative Commons [CC BY-NC-ND 3.0],1910,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1082/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1082/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1083 ," Jovanović, Milan ", Studio portrait of a young teacher and her students ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1906,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1083/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1083/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1084 ," Jovanović, Milan ", Studio portrait of Božidar Boco Vlajić ,Photograph,Malvern,Creative Commons [CC BY-NC-ND 3.0],1906,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1084/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1084/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1085 ," Jovanović, Milan ", Zorka Vlajić with a child ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1887,1890,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1085/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1085/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1086 ," Jovanović, Milan ", Studio portrait of a young teacher and her students ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1898,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1086/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1086/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1087 ," Jovanović, Milan ", Portrait of Zorka Vlajić ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1087/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1087/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1088 ," Jovanović, Milan ", Girl in Hungarian national dress ,Photograph,Elisabeth,Creative Commons [CC BY-NC-ND 3.0],1905,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.1088/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1088/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1089 ," Jovanović, Milan ", Vladislav Vladisavljević and two smaller children ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1907,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1089/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1089/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.109 ," Karastoyanov, Bozhidar Dimitrov ", Military manoeuvre ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1940,1941,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.109/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.109/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1090 ," Jovanović, Milan ", Studio portrait of Božidar Boco Vlajić ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1090/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1090/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1091 ," Jovanović, Milan ", Studio portrait of Artillery Lieutenant Milan A. Jovičić ,Photograph,Promenade,Creative Commons [CC BY-NC-ND 3.0],1909,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1091/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1091/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1092 ," Jovanović, Milan ", Studio portrait of Zora Horstig ,Photograph,Promenade,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1092/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1092/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1093 ," Jovanović, Milan "," Group portrait of Professor Milenko Vesnić, Professor Slobodan Jovanović and another man ",Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1093/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1093/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1094 ," Jovanović, Milan ", Studio portrait of a baby in an oval frame ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1900,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1094/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1094/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1095 ," Jovanović, Milan ", Studio portrait of Aunt Juca ,Photograph,Promenade,Creative Commons [CC BY-NC-ND 3.0],1887,1890,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1095/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1095/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1096 ," Jovanović, Milan ", Studio portrait of Jovica ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1905,1910,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1096/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1096/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1097 ," Jovanović, Milan ", Studio portrait of a young officer ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1893,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1097/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1097/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1098 ," Jovanović, Milan ", Studio portrait of Radojka and Danilo A. Živaljević ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1887,1890,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1098/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1098/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1099 ," Jovanović, Milan ", Studio portrait of Sava and Danica ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1099/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1099/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.11 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a Lieutenant ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1892,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.11/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.11/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.110 ," Karastoyanov, Bozhidar Dimitrov ", Military manoeuvre ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1940,1941,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.110/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.110/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1100 ," Jovanović, Milan ", Studio portrait of a middle-aged man with a white moustache ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1887,1890,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1100/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1100/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1101 ," Jovanović, Milan ", Studio portrait of Milenko Milenković ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1901,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1101/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1101/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.1102 ," Jovanović, Milan ", Studio portrait of a young woman in a dark dress ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1896,1903,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.1102/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.1102/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
